年级,班级,姓名,语文,数学,外语,物理,化学,生物,政治,历史,地理
本高2023届,6班,平元桐,110,102,131.5,64,56,/,/,/,82.5
本高2023届,6班,尚知韶,104,97,80.5,63,49,77,/,/,/
本高2023届,6班,羿澄洋,104,145,124.5,100,87,78,/,/,/
本高2023届,6班,黄升意,114,129,135,88,73,/,/,/,75
本高2023届,6班,洪杏暖,110,115,138,92,64,86,/,/,/
本高2023届,7班,柳蕙纯,121,145,135,98,84,86,/,/,/
本高2023届,7班,顾婉多,119,138,140.5,/,/,/,73,82,82.5
本高2023届,7班,支洵伦,115,123,141.5,/,/,/,68,88,83
本高2023届,7班,牧利桦,116,136,141,97,80,/,/,/,82
本高2023届,7班,方巧霏,110,133,131.5,94,81,79,/,/,/
本高2023届,7班,高景景,94,123,130,94,81,84,/,/,/
本高2023届,8班,尚蜜晟,104,114,120.5,64,58,41,/,/,/
本高2023届,8班,邢遥宏,108,125,117.5,83,65,52,/,/,/
本高2023届,8班,邴容良,93,92,103,60,43,50,/,/,/
本高2023届,8班,霍一欣,105,94,109,52,31,37,/,/,/
本高2023届,8班,褚舰华,99,125,119.5,61,49,60,/,/,/
本高2023届,8班,戚望田,106,119,121,77,60,82,/,/,/
本高2023届,8班,娄昀瑗,118,127,133.5,85,74,69,/,/,/
本高2023届,8班,宋格竹,98,102,129.5,82,58,65,/,/,/
本高2023届,8班,刁嫚津,110,107,132,85,70,70,/,/,/
本高2023届,8班,卫金队,114,116,132.5,81,53,74,/,/,/
本高2023届,9班,荣菲兰,108,119,120,82,50,/,/,/,72
本高2023届,9班,薛琼礼,108,105,138,69,65,/,69,/,/
本高2023届,9班,赖纯典,98,69,106,56,50,/,/,/,68
本高2023届,9班,杜莲莹,104,74,106.5,54,34,/,52,/,/
本高2023届,9班,韩珊冶,106,108,134,82,60,63,/,/,/
本高2023届,9班,杜勇莹,/,124,119.5,89,/,/,/,/,/
本高2023届,9班,郁露芸,113,135,123.5,67,61,64,/,/,/
本高2023届,9班,束殉绮,100,114,128,79,54,/,66,/,/
本高2023届,9班,水煦笛,117,107,133.5,80,57,/,63,/,/
本高2023届,10班,颜颉弘,104,97,115.5,55,/,76,/,/,67
本高2023届,10班,韶琨畅,104,97,128,47,/,69,/,/,74.5
本高2023届,10班,秦晨尤,110,85,113,59,/,71,/,/,62
本高2023届,10班,农霞中,105,93,120,73,/,71,/,/,73
本高2023届,10班,顾子朋,88,83,89.5,47,/,50,/,/,61
本高2023届,10班,柳侃漫,108,117,/,/,47,61,/,/,/
本高2023届,10班,马迅中,105,113,109.5,76,/,78,/,/,76
本高2023届,10班,伊盼梦,/,/,107,/,/,/,/,/,28.5
本高2023届,10班,石洵晗,86,81,57.5,56,/,/,/,/,/
本高2023届,10班,沈保闻,97,94,119.5,63,/,67,/,/,63.5
本高2023届,10班,诸晟啸,48,108,/,/,/,/,/,/,/
本高2023届,10班,时万锁,12,/,/,/,/,/,/,/,/
本高2023届,10班,岑陵益,94,127,94,81,53,68,/,/,/
本高2023届,10班,赵榕伟,/,92,/,73,/,71,/,/,77.5
本高2023届,10班,咎野漪,109,125,125,83,56,68,/,/,/
本高2023届,11班,周争奔,104,102,91.5,81,60,/,/,/,79
本高2023届,11班,司楠硕,103,119,128.5,57,56,/,/,/,76.5
本高2023届,11班,朱茜莎,110,104,126.5,74,66,/,/,/,65.5
本高2023届,11班,邢栋墩,85,111,95,64,52,/,/,/,70.5
本高2023届,11班,左磊庚,107,84,99.5,46,25,/,/,/,73
本高2023届,11班,诸轩煦,108,125,127,84,55,/,/,/,75
本高2023届,11班,高莲杨,109,116,127.5,78,78,/,/,/,66
本高2023届,11班,林歌艳,113,119,124,77,63,/,/,/,79
本高2023届,11班,董雷坦,107,95,114,65,48,/,/,/,68
本高2023届,11班,蒙慧茉,105,105,117.5,77,69,/,/,/,74.5
本高2023届,11班,孙蕴如,110,91,129.5,80,47,/,/,/,79
本高2023届,12班,成旎炯,110,123,128.5,72,63,75,/,/,/
本高2023届,12班,计珂研,104,112,124.5,68,53,57,/,/,/
本高2023届,12班,邓或可,115,102,129,85,67,70,/,/,/
本高2023届,12班,邬讳齐,112,125,121.5,84,64,/,/,/,71
本高2023届,12班,幸珍毓,112,115,117,85,70,71,/,/,/
本高2023届,12班,莫茹蔷,112,114,131,77,70,68,/,/,/
本高2023届,12班,马国葵,98,100,27,81,66,3,/,/,/
本高2023届,12班,黄琼颖,109,91,126,63,52,60,/,/,/
本高2023届,12班,田翼羿,101,120,115.5,77,63,75,/,/,/
