年级,班级,姓名,语文,数学,外语,物理,化学,生物,政治,历史,地理
本高2023届,9班,薛琼礼,108,99,123.5,60,62,/,73,/,/
本高2023届,9班,赖纯典,113,80,110,57,62,/,/,/,56
本高2023届,9班,杜莲莹,117,94,110,55,46,/,60,/,/
本高2023届,9班,韩珊冶,109,102,128,70,58,70,/,/,/
本高2023届,9班,杜勇莹,113,121,125.5,75,78,89,/,/,/
本高2023届,9班,郁露芸,110,87,119,70,53,68,/,/,/
本高2023届,9班,皮沛蝶,87,105,69.5,59,64,40,/,/,/
本高2023届,9班,束殉绮,102,110,123,82,59,/,68,/,/
本高2023届,9班,水煦笛,122,99,127,42,51,/,59,/,/
本高2023届,10班,颜颉弘,106,91,126,66,/,71,/,/,67
本高2023届,10班,韶琨畅,102,110,131.5,53,/,51,/,/,72
本高2023届,10班,秦晨尤,108,98,102.5,48,/,69,/,/,52
本高2023届,10班,农霞中,101,113,117,53,/,72,/,/,70
本高2023届,10班,顾子朋,85,85,100.5,30,/,58,/,/,52
本高2023届,10班,柳侃漫,102,94,83,69,60,60,/,/,/
本高2023届,10班,马迅中,112,117,112.5,67,/,74,/,/,67
本高2023届,10班,伊盼梦,90,52,93.5,22,/,27,/,/,49
本高2023届,10班,石洵晗,96,86,93,67,/,48,/,/,67
本高2023届,10班,沈保闻,103,104,106.5,43,/,64,/,/,53
本高2023届,10班,诸晟啸,101,111,110.5,57,66,62,/,/,/
本高2023届,10班,时万锁,114,91,123,57,/,52,/,/,56
本高2023届,10班,岑陵益,99,119,102.5,55,62,59,/,/,/
本高2023届,10班,赵榕伟,105,87,122,65,/,73,/,/,58
本高2023届,10班,咎野漪,103,109,113,66,70,63,/,/,/
本高2023届,11班,周争奔,108,106,87.5,66,60,/,/,/,78
本高2023届,11班,司楠硕,108,112,124.5,67,62,/,/,/,66
本高2023届,11班,朱茜莎,103,89,109.5,65,71,/,/,/,60
本高2023届,11班,邢栋墩,96,120,105,64,63,/,/,/,59
本高2023届,11班,左磊庚,95,53,85,44,52,/,/,/,65
本高2023届,11班,诸轩煦,106,111,119.5,53,72,/,/,/,70
本高2023届,11班,高莲杨,104,119,119,63,83,/,/,/,55
本高2023届,11班,林歌艳,113,124,120,52,72,/,/,/,68
本高2023届,11班,董雷坦,114,98,122,68,63,/,/,/,55
本高2023届,11班,蒙慧茉,108,120,108.5,71,74,/,/,/,70
本高2023届,11班,孙蕴如,108,92,125,55,59,/,/,/,70
本高2023届,12班,姚娅佩,112,89,115.5,60,60,82,/,/,/
本高2023届,12班,成旎炯,117,115,110,60,58,75,/,/,/
本高2023届,12班,计珂研,107,98,109.5,54,57,60,/,/,/
本高2023届,12班,邓或可,107,122,125.5,73,67,67,/,/,/
本高2023届,12班,邬讳齐,96,119,117.5,76,56,/,/,/,64
本高2023届,12班,幸珍毓,101,123,120,65,72,66,/,/,/
本高2023届,12班,莫茹蔷,104,93,126,76,69,78,/,/,/
本高2023届,12班,马国葵,97,117,124.5,66,70,67,/,/,/
本高2023届,12班,黄琼颖,105,81,113,65,67,47,/,/,/
本高2023届,12班,田翼羿,114,107,112,63,62,67,/,/,/
本高2023届,13班,褚忆祺,110,125,112,89,70,79,/,/,/
本高2023届,13班,严丽霓,95,107,123,45,42,60,/,/,/
本高2023届,13班,晏洲灵,119,117,117,57,53,63,/,/,/
本高2023届,13班,褚岳易,97,88,98,56,58,62,/,/,/
本高2023届,13班,卓心涌,106,94,108.5,61,43,65,/,/,/
本高2023届,13班,诸苹予,102,103,112,82,78,73,/,/,/
本高2023届,13班,伍升赛,110,119,116.5,61,51,66,/,/,/
本高2023届,13班,宣景川,100,115,84,81,72,68,/,/,/
本高2023届,13班,娄睿海,102,109,105.5,54,73,75,/,/,/
本高2023届,14班,韩羚娥,108,68,104.5,37,45,/,47,/,/
本高2023届,14班,左斌民,101,85,102.5,22,32,45,/,/,/
本高2023届,14班,伏意曼,105,91,83,53,42,/,37,/,/
本高2023届,14班,傅曦书,106,91,121,55,53,/,/,/,65
本高2023届,14班,孙冉萌,104,126,101,87,74,/,/,/,74
本高2023届,14班,诸璟齐,110,118,108,45,62,56,/,/,/
本高2023届,14班,童英骊,109,103,109.5,58,51,/,/,/,78
本高2023届,14班,俞旋嵩,94,117,91,53,52,/,/,/,64
本高2023届,14班,朱盈嫒,95,105,90,59,27,/,/,/,43
本高2023届,14班,袁芳奕,106,121,82.5,55,58,47,/,/,/
本高2023届,15班,陆君峥,107,95,110.5,52,60,/,45,/,/
本高2023届,15班,石春乐,103,122,101.5,69,82,/,/,/,70
本高2023届,15班,朱群琴,107,103,106,64,72,/,/,/,66
本高2023届,15班,廉楷田,98,119,101,58,72,/,/,/,57
本高2023届,15班,宗绮桃,102,88,122.5,51,70,66,/,/,/
本高2023届,15班,洪波金,110,110,130.5,67,47,/,44,/,/
本高2023届,15班,雷怀孝,105,116,110,60,59,/,48,/,/
本高2023届,15班,牧熙隽,103,133,111,80,72,74,/,/,/
本高2023届,15班,邬歆冲,100,98,106,51,67,/,/,/,58
本高2023届,15班,徐龙焘,93,123,115,49,57,63,/,/,/
本高2023届,16班,荣韬伟,108,106,22.5,/,/,/,34,6,35
本高2023届,,邢通安,109,119,119,78,70,61,/,/,/
本高2023届,,冯魁鹤,115,114,129.5,70,73,/,82,/,/
本高2023届,,蒋英营,127,109,127.5,/,/,/,80,83,72
本高2023届,,姜美习,117,111,118,57,55,69,/,/,/
本高2023届,,廉玉榕,115,113,121.5,/,/,/,70,72,80
本高2023届,,章仪尤,107,100,118.5,80,68,78,/,/,/
本高2023届,,冯岚彤,102,120,128.5,/,/,/,56,63,67
本高2023届,,郭舒璞,107,107,127,71,63,/,/,/,74
本高2023届,,钟楚心,112,120,110,69,48,66,/,/,/
本高2023届,,申舟潜,106,124,128,82,69,/,/,/,65
本高2023届,,姜颂淳,117,104,142,/,/,/,78,69,70
本高2023届,,宁花舒,115,114,132,83,80,84,/,/,/
本高2023届,,詹力军,121,107,126,/,/,/,69,66,73
本高2023届,,秦诗淑,101,117,142.5,/,/,73,72,66,/
本高2023届,,水冕禄,116,109,130.5,/,/,/,80,74,71
本高2023届,,董威阳,119,121,121,75,81,63,/,/,/
本高2023届,,陈斐芝,114,126,126,/,/,/,55,76,75
本高2023届,,蓬灵栋,117,115,136,/,/,/,76,65,71
本高2023届,,乌起庭,119,120,134.5,/,/,/,73,80,75
本高2023届,1班,解川渊,113,134,111.5,75,80,69,/,/,/
本高2023届,3班,唐倩欣,115,101,107.5,/,/,/,75,67,63
本高2023届,7班,俞廷涛,117,130,125,79,77,86,/,/,/
本高2023届,8班,武亭亮,114,101,124.5,45,69,53,/,/,/
本高2023届,8班,鲁连江,109,82,125,39,42,51,/,/,/
本高2023届,9班,嵇崇正,93,91,121.5,61,48,/,46,/,/
本高2023届,9班,齐嫚品,113,101,104,81,64,72,/,/,/
本高2023届,10班,马彬逸,102,84,89,35,/,46,/,/,77
本高2023届,12班,焦炼胤,109,108,116.5,54,73,/,69,/,/
本高2023届,13班,焦言宜,103,104,94,48,54,56,/,/,/
本高2023届,13班,莫弋登,117,97,111,51,67,76,/,/,/
本高2023届,15班,邹裙毅,95,115,115,73,59,65,/,/,/
本高2023届,,计纲朴,97,103,118.5,53,69,/,64,/,/
本高2023届,,翟唯蓓,118,83,125,/,/,/,61,81,68
本高2023届,,邬展良,115,115,112.5,/,/,74,66,68,/
本高2023届,,经恬菲,102,124,116,69,51,/,/,/,73
本高2023届,13班,费瑛娜,99,61,91.5,49,43,56,/,/,/
本高2023届,15班,赵啸伟,104,75,121.5,46,51,/,/,/,67
本高2023届,4班,刁心甫,110,103,127,/,/,/,69,80,70
本高2023届,13班,邓澎望,94,93,127,69,52,63,/,/,/
本高2023届,2班,温浪笛,111,92,130,/,/,76,59,64,/
本高2023届,6班,冯喜运,115,111,118.5,68,83,80,/,/,/
本高2023届,6班,符湘艳,111,114,124,66,67,68,/,/,/
本高2023届,6班,翁秋或,104,104,123.5,68,67,68,/,/,/
本高2023届,7班,程炯珣,122,132,136,87,87,74,/,/,/
本高2023届,9班,缪鹃含,106,81,103.5,57,57,/,68,/,/
本高2023届,11班,戚茹珏,107,122,121,64,64,/,/,/,65
