年级,班级,姓名,语文,数学,外语,物理,化学,生物,政治,历史,地理
本高2023届,12班,姚娅佩,110,88,137.5,53,56,56,/,/,/
本高2023届,12班,成旎炯,108,95,126.5,41,60,65,/,/,/
本高2023届,12班,计珂研,114,84,124.5,31,40,54,/,/,/
本高2023届,12班,邓或可,107,77,114.5,58,55,67,/,/,/
本高2023届,12班,邬讳齐,107,101,109,67,47,/,/,/,61
本高2023届,12班,幸珍毓,107,96,119.5,77,36,70,/,/,/
本高2023届,12班,莫茹蔷,114,101,118,68,66,65,/,/,/
本高2023届,12班,马国葵,97,76,127,76,47,56,/,/,/
本高2023届,12班,黄琼颖,106,80,110,46,40,46,/,/,/
本高2023届,12班,田翼羿,115,100,117,53,52,60,/,/,/
本高2023届,13班,褚忆祺,90,92,127.5,76,63,72,/,/,/
本高2023届,13班,严丽霓,98,68,103,45,40,49,/,/,/
本高2023届,13班,晏洲灵,102,77,120,55,47,59,/,/,/
本高2023届,13班,褚岳易,105,85,114,38,48,59,/,/,/
本高2023届,13班,卓心涌,98,71,106.5,49,25,74,/,/,/
本高2023届,13班,诸苹予,99,84,119.5,64,55,84,/,/,/
本高2023届,13班,伍升赛,95,81,110.5,63,35,72,/,/,/
本高2023届,13班,宣景川,98,101,96.5,69,51,69,/,/,/
本高2023届,13班,娄睿海,93,89,105.5,58,43,68,/,/,/
本高2023届,14班,韩羚娥,100,62,87,20,33,/,56,/,/
本高2023届,14班,左斌民,100,61,107,35,26,41,/,/,/
本高2023届,14班,伏意曼,95,80,94,41,20,/,61,/,/
本高2023届,14班,傅曦书,/,/,/,/,/,/,/,/,/
本高2023届,14班,孙冉萌,97,112,101.5,74,55,/,/,/,69
本高2023届,14班,诸璟齐,111,95,125,56,42,55,/,/,/
本高2023届,14班,童英骊,102,86,108.5,48,38,/,/,/,54
本高2023届,14班,俞旋嵩,98,88,95.5,68,39,/,/,/,64
本高2023届,14班,朱盈嫒,86,88,90,55,28,/,/,/,42
本高2023届,14班,袁芳奕,106,81,93,46,50,71,/,/,/
本高2023届,15班,陆君峥,104,83,114.5,51,49,/,50,/,/
本高2023届,15班,石春乐,92,84,107,71,57,/,/,/,68
本高2023届,15班,朱群琴,96,78,96.5,70,27,/,/,/,58
本高2023届,15班,廉楷田,97,100,102,70,31,/,/,/,58
本高2023届,15班,宗绮桃,103,/,/,/,/,/,/,/,/
本高2023届,15班,洪波金,99,90,125,75,49,/,70,/,/
本高2023届,15班,雷怀孝,110,64,120.5,65,40,/,69,/,/
本高2023届,15班,牧熙隽,110,75,113.5,70,54,57,/,/,/
本高2023届,15班,邬歆冲,96,62,122,48,38,/,/,/,56
本高2023届,15班,徐龙焘,102,81,108.5,60,48,63,/,/,/
本高2023届,1班,解川渊,106,95,123,72,64,80,/,/,/
本高2023届,3班,唐倩欣,119,86,124.5,/,/,/,72,89,72
本高2023届,7班,俞廷涛,104,121,127.5,78,79,77,/,/,/
本高2023届,8班,武亭亮,105,100,136,64,53,64,/,/,/
本高2023届,8班,鲁连江,109,52,118.5,11,27,59,/,/,/
本高2023届,9班,嵇崇正,89,85,119,41,41,/,61,/,/
本高2023届,9班,齐嫚品,110,80,100,68,54,82,/,/,/
本高2023届,10班,马彬逸,108,69,100,44,/,58,/,/,60
本高2023届,12班,焦炼胤,103,82,118,42,44,/,61,/,/
本高2023届,13班,焦言宜,99,67,93.5,54,39,63,/,/,/
本高2023届,13班,莫弋登,107,74,96,43,34,69,/,/,/
本高2023届,15班,邹裙毅,89,90,118.5,72,40,78,/,/,/
本高2023届,13班,费瑛娜,92,86,109,66,37,68,/,/,/
本高2023届,15班,赵啸伟,100,76,112,42,24,/,/,/,51
本高2023届,4班,刁心甫,113,83,123.5,/,/,/,78,79,66
本高2023届,13班,邓澎望,105,103,132.5,70,51,63,/,/,/
本高2023届,2班,温浪笛,109,51,131.5,/,/,69,62,65,/
本高2023届,6班,冯喜运,105,107,136.5,72,63,73,/,/,/
本高2023届,6班,符湘艳,107,83,112,70,49,72,/,/,/
本高2023届,6班,翁秋或,103,82,118.5,54,30,58,/,/,/
本高2023届,7班,程炯珣,117,109,139,71,59,66,/,/,/
本高2023届,9班,缪鹃含,107,87,111.5,37,42,/,62,/,/
本高2023届,11班,戚茹珏,104,92,112,54,59,/,/,/,71
本高2023届,12班,农巧惠,108,78,113.5,39,33,61,/,/,/
本高2023届,12班,徐会萌,108,109,122.5,58,61,/,/,/,62
本高2023届,12班,邢海涓,106,87,123,58,68,77,/,/,/
