年级,班级,姓名,语文,数学,外语,物理,化学,生物,政治,历史,地理
本高2023届,14班,童英骊,106,84,95,66,48,/,/,/,63
本高2023届,14班,俞旋嵩,75,106,123,72,61,/,/,/,60
本高2023届,14班,朱盈嫒,110,99,109.5,69,41,/,/,/,49
本高2023届,14班,袁芳奕,120,85,137.5,73,54,78,/,/,/
本高2023届,15班,陆君峥,98,94,110.5,63,64,/,56,/,/
本高2023届,15班,石春乐,94,95,92.5,66,60,/,/,/,51
本高2023届,15班,朱群琴,93,70,105.5,59,47,/,/,/,51
本高2023届,15班,廉楷田,100,120,116,64,55,/,/,/,55
本高2023届,15班,宗绮桃,117,98,127,67,66,66,/,/,/
本高2023届,15班,洪波金,107,83,120.5,64,44,/,81,/,/
本高2023届,15班,雷怀孝,84,83,115,66,52,/,73,/,/
本高2023届,15班,牧熙隽,61,78,108.5,76,66,64,/,/,/
本高2023届,15班,邬歆冲,103,58,123.5,72,57,/,/,/,62
本高2023届,15班,徐龙焘,83,95,122,68,55,64,/,/,/
本高2023届,1班,解川渊,104,96,110.5,75,63,76,/,/,/
本高2023届,3班,唐倩欣,111,92,116,/,/,/,82,79,69
本高2023届,7班,俞廷涛,117,128,131.5,80,86,91,/,/,/
本高2023届,8班,武亭亮,97,84,122,60,46,73,/,/,/
本高2023届,8班,鲁连江,100,59,115.5,35,34,65,/,/,/
本高2023届,9班,嵇崇正,115,100,114,63,53,/,64,/,/
本高2023届,9班,齐嫚品,112,62,108.5,70,77,80,/,/,/
本高2023届,10班,马彬逸,100,67,108,55,/,46,/,/,59
本高2023届,12班,焦炼胤,108,76,113,49,58,/,80,/,/
本高2023届,13班,焦言宜,105,110,86,62,45,57,/,/,/
本高2023届,13班,莫弋登,110,97,116.5,78,66,88,/,/,/
本高2023届,15班,邹裙毅,96,71,121,71,48,71,/,/,/
本高2023届,13班,费瑛娜,75,85,92,56,48,81,/,/,/
本高2023届,15班,赵啸伟,104,71,120.5,63,55,/,/,/,50
